,,,R1/Ohm,"Std err. R1/Ohm","Rank R1","Q2/F.s^(a - 1)","Std err. Q2/F.s^(a - 1)","Rank Q2",a2/,"Std err. a2","Rank a2",R2,"Std err. R2/Ohm","Rank R2","Q3/F.s^(a - 1)","Std err. Q3/F.s^(a - 1)","Rank Q3",a3/,"Std err. a3","Rank a3",R3,"Std err. R3/Ohm","Rank R3","Q4/F.s^(a - 1)","Std err. Q4/F.s^(a - 1)","Rank Q4",a4/,"Std err. a4","Rank a4",Chi^2/|Z|^2,Chi/sqrt(N)/Ohm
C:\Users\HOME\Desktop\JupyterWorkspace\ALBATROSS_Paper\Revision_EIS\NCM811_EIS_40cells\1\260121180400_44(6-5).mpr,"Cycle 0",,3.55,xxxx,0.703422053231939,7.37338966297006E-5,1.58290394897943E-6,0.657794676806084,0.735748580269391,0.00210144560479365,0.847908745247148,44.5040587085842,0.102471644468796,1,0.00681900000199676,xxxx,0.615969581749049,0.81029999256134,xxxx,0.79467680608365,30.2000007629395,xxxx,0.536121673003802,0.195500001311302,xxxx,0.212927756653992,0.410199999809265,xxxx,0.277566539923954,0.00454013405022071,0.41088799409911
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Batch mean",,,3.54999995231628,,,7.37338996259496E-5,,,0.735748589038849,,,44.5040588378906,,,0.00681900000199676,,,0.81029999256134,,,30.2000007629395,,,0.195500001311302,,,0.410199999809265,,,,
"Batch standard deviation",,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Equivalent circuit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1+Q2/R2+Q3/(R3+Q4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
