,,,R1/Ohm,"Std err. R1/Ohm","Rank R1","Q2/F.s^(a - 1)","Std err. Q2/F.s^(a - 1)","Rank Q2",a2/,"Std err. a2","Rank a2",R2,"Std err. R2/Ohm","Rank R2","Q3/F.s^(a - 1)","Std err. Q3/F.s^(a - 1)","Rank Q3",a3/,"Std err. a3","Rank a3",R3,"Std err. R3/Ohm","Rank R3","Q4/F.s^(a - 1)","Std err. Q4/F.s^(a - 1)","Rank Q4",a4/,"Std err. a4","Rank a4",Chi^2/|Z|^2,Chi/sqrt(N)/Ohm
C:\Users\HOME\Desktop\JupyterWorkspace\ALBATROSS_Paper\Revision_EIS\NCM811_EIS_40cells\restcheck\260121235625_43(6-4).mpr,"Cycle 0",,4.3730001449585,xxxx,0.834459459459459,8.3120001363568E-5,xxxx,0.75,0.727299988269806,xxxx,0.962837837837838,63.5,xxxx,1,0.00590154285261618,0.000156002087477202,0.564189189189189,0.999999999999978,0.00247175639420706,0.753378378378378,12.9661008248576,0.438627348322699,0.537162162162162,0.246439901067297,0.0245303415925082,0.226351351351351,0.399322031379274,0.0470853178349515,0.300675675675676,0.01725746101046,0.524802695682847
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Batch mean",,,4.3730001449585,,,8.3120001363568E-5,,,0.727299988269806,,,63.5,,,0.00590154295787215,,,1,,,12.966100692749,,,0.246439903974533,,,0.399322032928467,,,,
"Batch standard deviation",,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Equivalent circuit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1+Q2/R2+Q3/(R3+Q4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
