,,,R1/Ohm,"Std err. R1/Ohm","Rank R1","Q2/F.s^(a - 1)","Std err. Q2/F.s^(a - 1)","Rank Q2",a2/,"Std err. a2","Rank a2",R2,"Std err. R2/Ohm","Rank R2","Q3/F.s^(a - 1)","Std err. Q3/F.s^(a - 1)","Rank Q3",a3/,"Std err. a3","Rank a3",R3,"Std err. R3/Ohm","Rank R3","Q4/F.s^(a - 1)","Std err. Q4/F.s^(a - 1)","Rank Q4",a4/,"Std err. a4","Rank a4",Chi^2/|Z|^2,Chi/sqrt(N)/Ohm
C:\Users\HOME\Desktop\JupyterWorkspace\ALBATROSS_Paper\Revision_EIS\NCM811_EIS_40cells\restcheck\260122015959_43(6-4).mpr,"Cycle 0",,4.28299999237061,xxxx,0.829931972789116,7.99499975983053E-5,xxxx,0.755102040816327,0.728999972343445,xxxx,0.969387755102041,68.2699966430664,xxxx,1,0.00512051725803517,0.000195754791621651,0.564625850340136,0.999999999999971,0.000542066645956764,0.758503401360544,12.8824744917512,0.99811573545188,0.540816326530612,0.163626720924624,0.0266832326686467,0.258503401360544,0.289749237227983,0.059630745184474,0.292517006802721,0.0151636216878294,0.557602307822319
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Batch mean",,,4.28299999237061,,,7.99499975983053E-5,,,0.728999972343445,,,68.2699966430664,,,0.00512051722034812,,,1,,,12.882474899292,,,0.163626715540886,,,0.28974923491478,,,,
"Batch standard deviation",,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Equivalent circuit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1+Q2/R2+Q3/(R3+Q4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
