,,,R1/Ohm,"Std err. R1/Ohm","Rank R1","Q2/F.s^(a - 1)","Std err. Q2/F.s^(a - 1)","Rank Q2",a2/,"Std err. a2","Rank a2",R2,"Std err. R2/Ohm","Rank R2","Q3/F.s^(a - 1)","Std err. Q3/F.s^(a - 1)","Rank Q3",a3/,"Std err. a3","Rank a3",R3,"Std err. R3/Ohm","Rank R3","Q4/F.s^(a - 1)","Std err. Q4/F.s^(a - 1)","Rank Q4",a4/,"Std err. a4","Rank a4",Chi^2/|Z|^2,Chi/sqrt(N)/Ohm
C:\Users\HOME\Desktop\JupyterWorkspace\ALBATROSS_Paper\Revision_EIS\NCM811_EIS_40cells\restcheck\260122005958_43(6-4).mpr,"Cycle 0",,4.32100009918213,xxxx,0.831081081081081,8.06300013209693E-5,xxxx,0.75,0.729399979114532,xxxx,0.962837837837838,66.1100006103516,xxxx,1,0.00539119873888732,0.000151272658362255,0.564189189189189,0.999999999999992,0.000881025878305229,0.753378378378378,13.2875326269563,0.58066768976549,0.537162162162162,0.201577865066059,0.0216299695867254,0.233108108108108,0.356217676252461,0.0482492306340214,0.297297297297297,0.0148210984257943,0.527865836808953
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Batch mean",,,4.32100009918213,,,8.06300013209693E-5,,,0.729399979114532,,,66.1100006103516,,,0.00539119867607951,,,1,,,13.2875328063965,,,0.201577872037888,,,0.356217682361603,,,,
"Batch standard deviation",,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Equivalent circuit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1+Q2/R2+Q3/(R3+Q4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
