timestamp,temp_c
2026-01-21T23:29:41,24.7
2026-01-21T23:30:11,24.7
2026-01-21T23:30:41,24.7
2026-01-21T23:31:11,24.6
2026-01-21T23:31:42,24.6
2026-01-21T23:32:12,24.6
2026-01-21T23:32:42,24.6
2026-01-21T23:33:12,24.6
2026-01-21T23:33:42,24.6
2026-01-21T23:34:12,24.6
2026-01-21T23:34:42,24.6
2026-01-21T23:35:12,24.6
2026-01-21T23:35:42,24.6
2026-01-21T23:36:12,24.6
2026-01-21T23:36:42,24.6
2026-01-21T23:37:12,24.6
2026-01-21T23:37:42,24.6
2026-01-21T23:38:12,24.6
2026-01-21T23:38:42,24.6
2026-01-21T23:39:12,24.6
2026-01-21T23:39:42,24.6
2026-01-21T23:40:12,24.6
2026-01-21T23:40:42,24.6
2026-01-21T23:41:12,24.6
2026-01-21T23:41:42,24.6
2026-01-21T23:42:12,24.6
2026-01-21T23:42:43,24.6
2026-01-21T23:43:13,24.6
2026-01-21T23:43:43,24.6
2026-01-21T23:44:13,24.6
2026-01-21T23:44:43,24.6
2026-01-21T23:45:13,24.6
2026-01-21T23:45:43,24.6
2026-01-21T23:46:13,24.6
2026-01-21T23:46:43,24.6
2026-01-21T23:47:13,24.6
2026-01-21T23:47:43,24.6
2026-01-21T23:48:13,24.6
2026-01-21T23:48:43,24.6
2026-01-21T23:49:13,24.6
2026-01-21T23:49:43,24.6
2026-01-21T23:50:13,24.6
2026-01-21T23:50:43,24.6
2026-01-21T23:51:13,24.6
2026-01-21T23:51:43,24.6
2026-01-21T23:52:13,24.5
2026-01-21T23:52:43,24.6
2026-01-21T23:53:13,24.6
2026-01-21T23:53:43,24.6
2026-01-21T23:54:13,24.5
2026-01-21T23:54:43,24.5
2026-01-21T23:55:14,24.6
2026-01-21T23:55:44,24.6
2026-01-21T23:56:14,24.5
2026-01-21T23:56:44,24.6
2026-01-21T23:57:14,24.6
2026-01-21T23:57:44,24.6
2026-01-21T23:58:14,24.6
2026-01-21T23:58:44,24.6
2026-01-21T23:59:14,24.6
2026-01-21T23:59:44,24.6
2026-01-22T00:00:14,24.6
2026-01-22T00:00:44,24.6
2026-01-22T00:01:14,24.6
2026-01-22T00:01:44,24.7
2026-01-22T00:02:14,24.7
2026-01-22T00:02:44,24.7
2026-01-22T00:03:14,24.8
2026-01-22T00:03:44,24.8
2026-01-22T00:04:14,24.8
2026-01-22T00:04:44,24.8
2026-01-22T00:05:14,24.8
2026-01-22T00:05:44,24.9
2026-01-22T00:06:14,24.9
2026-01-22T00:06:44,25.0
2026-01-22T00:07:14,25.0
2026-01-22T00:07:45,25.1
2026-01-22T00:08:15,25.1
2026-01-22T00:08:45,25.1
2026-01-22T00:09:15,25.1
2026-01-22T00:09:45,25.2
2026-01-22T00:10:15,25.2
2026-01-22T00:10:45,25.2
2026-01-22T00:11:15,25.3
2026-01-22T00:11:45,25.3
2026-01-22T00:12:15,25.3
2026-01-22T00:12:45,25.3
2026-01-22T00:13:15,25.3
2026-01-22T00:13:45,25.4
2026-01-22T00:14:15,25.4
2026-01-22T00:14:45,25.4
2026-01-22T00:15:15,25.4
2026-01-22T00:15:45,25.5
2026-01-22T00:16:15,25.5
2026-01-22T00:16:45,25.5
2026-01-22T00:17:15,25.5
2026-01-22T00:17:45,25.6
2026-01-22T00:18:15,25.6
2026-01-22T00:18:45,25.6
2026-01-22T00:19:15,25.6
2026-01-22T00:19:45,25.6
2026-01-22T00:20:16,25.6
2026-01-22T00:20:46,25.6
2026-01-22T00:21:16,25.6
2026-01-22T00:21:46,25.6
2026-01-22T00:22:16,25.6
2026-01-22T00:22:46,25.6
2026-01-22T00:23:16,25.6
2026-01-22T00:23:46,25.6
2026-01-22T00:24:16,25.6
2026-01-22T00:24:46,25.6
2026-01-22T00:25:16,25.6
2026-01-22T00:25:46,25.6
2026-01-22T00:26:16,25.6
2026-01-22T00:26:46,25.6
2026-01-22T00:27:16,25.6
2026-01-22T00:27:46,25.6
2026-01-22T00:28:16,25.6
2026-01-22T00:28:46,25.6
2026-01-22T00:29:16,25.6
2026-01-22T00:29:46,25.6
2026-01-22T00:30:16,25.6
2026-01-22T00:30:46,25.6
2026-01-22T00:31:16,25.5
2026-01-22T00:31:46,25.5
2026-01-22T00:32:16,25.5
2026-01-22T00:32:46,25.5
2026-01-22T00:33:17,25.5
2026-01-22T00:33:47,25.5
2026-01-22T00:34:17,25.5
2026-01-22T00:34:47,25.5
2026-01-22T00:35:17,25.5
2026-01-22T00:35:47,25.4
2026-01-22T00:36:17,25.4
2026-01-22T00:36:47,25.4
2026-01-22T00:37:17,25.4
2026-01-22T00:37:47,25.4
2026-01-22T00:38:17,25.4
2026-01-22T00:38:47,25.4
2026-01-22T00:39:17,25.4
2026-01-22T00:39:47,25.4
2026-01-22T00:40:17,25.4
2026-01-22T00:40:47,25.3
2026-01-22T00:41:17,25.3
2026-01-22T00:41:47,25.3
2026-01-22T00:42:17,25.3
2026-01-22T00:42:47,25.3
2026-01-22T00:43:17,25.3
2026-01-22T00:43:47,25.3
2026-01-22T00:44:17,25.3
2026-01-22T00:44:47,25.2
2026-01-22T00:45:17,25.2
2026-01-22T00:45:48,25.2
2026-01-22T00:46:18,25.2
2026-01-22T00:46:48,25.2
2026-01-22T00:47:18,25.1
2026-01-22T00:47:48,25.1
2026-01-22T00:48:18,25.1
2026-01-22T00:48:48,25.1
2026-01-22T00:49:18,25.1
2026-01-22T00:49:48,25.1
2026-01-22T00:50:18,25.1
2026-01-22T00:50:48,25.1
2026-01-22T00:51:18,25.0
2026-01-22T00:51:48,25.0
2026-01-22T00:52:18,25.0
2026-01-22T00:52:48,25.0
2026-01-22T00:53:18,25.0
2026-01-22T00:53:48,25.0
2026-01-22T00:54:18,25.0
2026-01-22T00:54:48,25.0
2026-01-22T00:55:18,25.0
2026-01-22T00:55:48,25.0
2026-01-22T00:56:18,25.0
2026-01-22T00:56:48,24.9
2026-01-22T00:57:18,24.9
2026-01-22T00:57:48,24.9
2026-01-22T00:58:19,24.9
2026-01-22T00:58:49,24.9
2026-01-22T00:59:19,24.9
2026-01-22T00:59:49,24.8
2026-01-22T01:00:19,24.8
2026-01-22T01:00:49,24.8
2026-01-22T01:01:19,24.8
2026-01-22T01:01:49,24.8
2026-01-22T01:02:19,24.8
2026-01-22T01:02:49,24.8
2026-01-22T01:03:19,24.8
2026-01-22T01:03:49,24.8
2026-01-22T01:04:19,24.8
2026-01-22T01:04:49,24.8
2026-01-22T01:05:19,24.8
2026-01-22T01:05:49,24.8
2026-01-22T01:06:19,24.8
2026-01-22T01:06:49,24.8
2026-01-22T01:07:19,24.8
2026-01-22T01:07:49,24.8
2026-01-22T01:08:19,24.8
2026-01-22T01:08:49,24.7
2026-01-22T01:09:19,24.8
2026-01-22T01:09:49,24.7
2026-01-22T01:10:19,24.7
2026-01-22T01:10:49,24.7
2026-01-22T01:11:20,24.7
2026-01-22T01:11:50,24.7
2026-01-22T01:12:20,24.7
2026-01-22T01:12:50,24.7
2026-01-22T01:13:20,24.7
2026-01-22T01:13:50,24.7
2026-01-22T01:14:20,24.7
2026-01-22T01:14:50,24.7
2026-01-22T01:15:20,24.7
2026-01-22T01:15:50,24.7
2026-01-22T01:16:20,24.7
2026-01-22T01:16:50,24.7
2026-01-22T01:17:20,24.7
2026-01-22T01:17:50,24.6
2026-01-22T01:18:20,24.6
2026-01-22T01:18:50,24.6
2026-01-22T01:19:20,24.7
2026-01-22T01:19:50,24.6
2026-01-22T01:20:20,24.6
2026-01-22T01:20:50,24.6
2026-01-22T01:21:20,24.6
2026-01-22T01:21:50,24.6
2026-01-22T01:22:20,24.6
2026-01-22T01:22:50,24.6
2026-01-22T01:23:20,24.6
2026-01-22T01:23:51,24.6
2026-01-22T01:24:21,24.6
2026-01-22T01:24:51,24.6
2026-01-22T01:25:21,24.6
2026-01-22T01:25:51,24.6
2026-01-22T01:26:21,24.6
2026-01-22T01:26:51,24.6
2026-01-22T01:27:21,24.6
2026-01-22T01:27:51,24.6
2026-01-22T01:28:21,24.6
2026-01-22T01:28:51,24.6
2026-01-22T01:29:21,24.6
2026-01-22T01:29:51,24.6
2026-01-22T01:30:21,24.6
2026-01-22T01:30:51,24.6
2026-01-22T01:31:21,24.6
2026-01-22T01:31:51,24.6
2026-01-22T01:32:21,24.6
2026-01-22T01:32:51,24.6
2026-01-22T01:33:21,24.5
2026-01-22T01:33:51,24.6
2026-01-22T01:34:21,24.5
2026-01-22T01:34:51,24.5
2026-01-22T01:35:21,24.5
2026-01-22T01:35:51,24.5
2026-01-22T01:36:22,24.5
2026-01-22T01:36:52,24.5
2026-01-22T01:37:22,24.5
2026-01-22T01:37:52,24.5
2026-01-22T01:38:22,24.5
2026-01-22T01:38:52,24.5
2026-01-22T01:39:22,24.5
2026-01-22T01:39:52,24.5
2026-01-22T01:40:22,24.5
2026-01-22T01:40:52,24.5
2026-01-22T01:41:22,24.5
2026-01-22T01:41:52,24.5
2026-01-22T01:42:22,24.5
2026-01-22T01:42:52,24.5
2026-01-22T01:43:22,24.5
2026-01-22T01:43:52,24.5
2026-01-22T01:44:22,24.5
2026-01-22T01:44:52,24.5
2026-01-22T01:45:22,24.5
2026-01-22T01:45:52,24.5
2026-01-22T01:46:22,24.5
2026-01-22T01:46:52,24.5
2026-01-22T01:47:22,24.5
2026-01-22T01:47:52,24.5
2026-01-22T01:48:22,24.5
2026-01-22T01:48:52,24.5
2026-01-22T01:49:23,24.5
2026-01-22T01:49:53,24.5
2026-01-22T01:50:23,24.5
2026-01-22T01:50:53,24.5
2026-01-22T01:51:23,24.5
2026-01-22T01:51:53,24.5
2026-01-22T01:52:23,24.5
2026-01-22T01:52:53,24.5
2026-01-22T01:53:23,24.5
2026-01-22T01:53:53,24.5
2026-01-22T01:54:23,24.5
2026-01-22T01:54:53,24.5
2026-01-22T01:55:23,24.5
2026-01-22T01:55:53,24.5
2026-01-22T01:56:23,24.5
2026-01-22T01:56:53,24.5
2026-01-22T01:57:23,24.4
2026-01-22T01:57:53,24.4
2026-01-22T01:58:23,24.4
2026-01-22T01:58:53,24.4
2026-01-22T01:59:23,24.4
2026-01-22T01:59:53,24.4
2026-01-22T02:00:23,24.4
2026-01-22T02:00:53,24.4
2026-01-22T02:01:23,24.4
2026-01-22T02:01:54,24.4
2026-01-22T02:02:24,24.4
2026-01-22T02:02:54,24.4
2026-01-22T02:03:24,24.4
2026-01-22T02:03:54,24.4
2026-01-22T02:04:24,24.4
2026-01-22T02:04:54,24.4
2026-01-22T02:05:24,24.4
2026-01-22T02:05:54,24.4
2026-01-22T02:06:24,24.3
2026-01-22T02:06:54,24.3
2026-01-22T02:07:24,24.3
2026-01-22T02:07:54,24.3
2026-01-22T02:08:24,24.3
2026-01-22T02:08:54,24.3
2026-01-22T02:09:24,24.3
2026-01-22T02:09:54,24.3
2026-01-22T02:10:24,24.3
2026-01-22T02:10:54,24.3
2026-01-22T02:11:24,24.3
2026-01-22T02:11:54,24.3
2026-01-22T02:12:24,24.3
2026-01-22T02:12:54,24.3
2026-01-22T02:13:24,24.3
2026-01-22T02:13:54,24.3
2026-01-22T02:14:25,24.3
2026-01-22T02:14:55,24.3
2026-01-22T02:15:25,24.3
2026-01-22T02:15:55,24.3
2026-01-22T02:16:25,24.3
2026-01-22T02:16:55,24.3
2026-01-22T02:17:25,24.3
2026-01-22T02:17:55,24.3
2026-01-22T02:18:25,24.3
2026-01-22T02:18:55,24.3
2026-01-22T02:19:25,24.3
2026-01-22T02:19:55,24.3
2026-01-22T02:20:25,24.3
2026-01-22T02:20:55,24.3
2026-01-22T02:21:25,24.3
2026-01-22T02:21:55,24.3
2026-01-22T02:22:25,24.3
2026-01-22T02:22:55,24.3
2026-01-22T02:23:25,24.2
2026-01-22T02:23:55,24.3
2026-01-22T02:24:25,24.2
2026-01-22T02:24:55,24.2
2026-01-22T02:25:25,24.2
2026-01-22T02:25:55,24.2
2026-01-22T02:26:25,24.2
2026-01-22T02:26:55,24.2
2026-01-22T02:27:26,24.2
2026-01-22T02:27:56,24.2
2026-01-22T02:28:26,24.2
