,,,R1/Ohm,"Std err. R1/Ohm","Rank R1","Q2/F.s^(a - 1)","Std err. Q2/F.s^(a - 1)","Rank Q2",a2/,"Std err. a2","Rank a2",R2,"Std err. R2/Ohm","Rank R2","Q3/F.s^(a - 1)","Std err. Q3/F.s^(a - 1)","Rank Q3",a3/,"Std err. a3","Rank a3",R3,"Std err. R3/Ohm","Rank R3","Q4/F.s^(a - 1)","Std err. Q4/F.s^(a - 1)","Rank Q4",a4/,"Std err. a4","Rank a4",Chi^2/|Z|^2,Chi/sqrt(N)/Ohm
C:\Users\HOME\Desktop\JupyterWorkspace\ALBATROSS_Paper\Revision_EIS\NCM811_EIS_40cells\restcheck\260122002811_43(6-4).mpr,"Cycle 0",,4.26900005340576,xxxx,0.827702702702703,8.39200001792051E-5,xxxx,0.75,0.726000010967255,xxxx,0.962837837837838,63.0699996948242,xxxx,1,0.00567148757378678,0.000180680179599536,0.564189189189189,0.999999999999994,0.00046577899587261,0.753378378378378,12.0649145441646,0.710689140380222,0.537162162162162,0.200888532701113,0.0258346542701901,0.236486486486486,0.3343680416908,0.0478901294122751,0.297297297297297,0.0200800360200333,0.546451706373034
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Batch mean",,,4.26900005340576,,,8.39200001792051E-5,,,0.726000010967255,,,63.0699996948242,,,0.00567148765549064,,,1,,,12.0649147033691,,,0.200888529419899,,,0.334368050098419,,,,
"Batch standard deviation",,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Equivalent circuit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1+Q2/R2+Q3/(R3+Q4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
